Formula,RT,Mass,Cpd,Antibase ID,CAS
C31H38O10,,570.2465,8-Acetoxyroridin H; Calcarisporin B1,27177,
C31H40O10,,572.2622,8-Acetoxyroridin E,27178,
C18H22N2O7,,378.1427,Kahakamide A,27179,
C17H21N3O6,,363.143,Kahakamide B,27180,
C24H32O4,,384.2301,Blazeispirol D,27181,
C28H38O5,,454.2719,Blazeispirol Z,27182,348111-19-3
C28H31N1O8,,509.205,Deacetylravidomycin M,27183,
C13H20O4,,240.1362,Cedarmycin A,27184,
C12H18O4,,226.1205,Cedarmycin B,27185,
C47H83N1O14,,885.5814,Yokonolide A,27186,
C30H50,,410.3913,"(6E,10E,13E)-2,6,10,14,18-Pentamethyl-13-(3-methyl-4-pentenylidene)-2,6,10,17-nonadecatetraene",27187,367939-68-2
C28H31N1O6,,477.2151,SNF-4435C,27188,
C28H31N1O6,,477.2151,SNF-4435D,27189,
C20H32O2,,304.2402,all-trans-(S)-12-Hydroxy-2E-geranylgeranial,27190,
C75H94N12O20,,1482.6707,RP-1776,27191,
C25H36O5,,416.2563,S-15183a,27192,
C27H40O5,,444.2876,S-15183b,27193,
C65H90N14O13,,1274.6812,Streptocidin A,27194,
C65H90N14O12,,1258.6863,Streptocidin D,27195,
C11H8O5,,220.0372,AGI-7,27196,
C40H56O5,,616.4128,"(3S,5R,6R)-5-Hydroxy-3,6:3',6'-diepoxy-5,6,1',2'5'6'7'8'-octahydro-6'methyl- 16'-nor-,fi-carotene-1',8'-dione",27197,
C40H54O3,,582.4073,"(3S,5R,6R,3'R)-3,6-Epoxy-7'8'-didehydro-5,6-dihydro-,-carotene-5,3'-diol",27198,
C40H56O5,,616.4128,"(3S,5R,6R,3'S,5'R)-5,3',8'-Trihydroxy-3,6-epoxy-5,6-dihydro-,kapa-caroten- 6'-one",27199,
C40H56O5,,616.4128,"(3S,5R,6R,3'S,5'R)-3,5,3',8'-Tetrahydroxy-6,7-didehydro-5-6-dihydro-,kapa-caroten- 6'-one",27200,
C30H52,,412.4069,"(6E,10E,13E)-2,6,10,14,18-Pentamethyl-13-(3-methyl-4-pentenylidene)-2,6,10-nonadecatriene",27201,367939-70-6
C30H50,,410.3913,Compound 2,27202,
C30H52,,412.4069,Compound 4,27203,
C20H32Br2O2,,462.0769,Obtusadiol,27204,
C14H13N1O2,,227.0946,TMC-205,27205,
C12H18O4,,226.1205,Cladospolide D,27206,
C16H18O4,,274.1205,CJ-14445,27207,
C10H13N1O4,,211.0845,CJ-14877,27208,
C12H15N1O5,,253.095,CJ-14897,27209,
C59H96O22,,1156.6393,Ammocidin,27210,
C43H54N2O14,,822.3575,Pluraflavin A,27211,
C43H56N2O15,,840.3681,Pluraflavin B,27212,355840-23-2
C36H41N1O14,,711.2527,Pluraflavin E,27213,376590-21-5
C15H13N1O3,,255.0895,Bagremycin A,27214,
C17H15N1O4,,297.1001,Bagremycin B,27215,
C5H13N4O5P1S1,,272.0344,Sulphostin,27216,
C5H13N4O5P1S1,,272.0344,3-epi-Sulphostin,27217,
C25H38O3,,386.2821,Cladosporide B,27218,
C25H40O3,,388.2977,Cladosporide C,27219,
C25H38O3,,386.2821,Cladosporide D,27220,
C9H8O4,,180.0423,Cordytropolone,27221,
C76H108N16O18S1,,1564.7748,Memnopeptide A,27222,
C16H18N2O2,,270.1368,Quinolactacin A2,27223,
C24H32O7,,432.2148,Chrolactomycin,27224,
C20H34O4,,338.2457,"14-(2',3',5'-Trihydroxyphenyl)tetradecan-2-ol",27225,
C22H27N1O6,,401.1838,Lucilactaene,27226,
C28H37N3O6,,511.2682,Tyropeptin A,27227,
C28H37N3O6,,511.2682,Tyropeptin B,27228,
C61H45Cl6N7O16,,1341.1054,Complestatin A; Neuroprotectin A,27229,354986-33-7
C61H45Cl6N7O17,,1357.1003,Complestatin B; Neuroprotectin B,27230,354986-38-2
C18H30O7,,358.1992,CJ-13981,27231,
C18H32O7,,360.2148,CJ-13982,27232,
C18H15Br1O7,,422.0001,CJ-19784,27233,
C72H97N19O20S2,,1611.6599,Goadsporin,27234,
C49H79N11O19,,1125.5554,Tripropeptin A,27235,
C50H81N11O19,,1139.571,Tripropeptin B,27236,
C51H83N11O19,,1153.5867,Tripropeptin C,27237,
C52H85N11O19,,1167.6023,Tripropeptin D,27238,
C48H77N11O19,,1111.5397,Tripropeptin Z,27239,
C9H15N1O5,,217.095,CJ-15801,27240,
C18H24N2O2,,300.1838,Trichostatin RK,27241,
C20H22O2,,294.162,MF-EA-705a,27242,
C20H24O2,,296.1776,MF-EA-705,27243,
C30H46N2O10S1,,626.2873,NK-30424A,27244,
C30H46N2O10S1,,626.2873,NK-30424B,27245,
C34H42N2O12,,670.2738,SW-163A,27246,
C33H40N2O12,,656.2581,SW-163B,27247,
C37H58N6O6,,682.4418,Phepropeptin A,27248,
C40H56N6O6,,716.4261,Phepropeptin B,27249,
C38H60N6O6,,696.4574,Phepropeptin C,27250,
C41H58N6O6,,730.4418,Phepropeptin D,27251,
C7H5Cl1O3,,171.9927,Chlorogentisylquinone,27252,
C23H28O5,,384.1937,Bisabosqual A,27253,
C23H30O5,,386.2093,Bisabosqual B,27254,
C23H28O6,,400.1886,Bisabosqual C,27255,
C23H30O7,,418.1992,Bisabosqual D,27256,
C28H38O13,,582.2312,CJ-15183,27257,
C23H31N1O5,,401.2202,CJ-16264,27258,
C24H33N1O5,,415.2359,CJ-16367,27259,
C31H51N5O10,,653.3636,Pyloricidin A,27260,
C32H53N5O10,,667.3792,Pyloricidin A1,27261,
C32H53N5O10,,667.3792,Pyloricidin A2,27262,
C26H42N4O9,,554.2952,Pyloricidin B,27263,
C21H33N3O8,,455.2268,Pyloricidin C,27264,
C15H22N2O7,,342.1427,Pyloricidin D,27265,
C20H28O4,,332.1988,Sordaricin,27266,
C20H28O5,,348.1937,6-Hydroxysordaricin,27267,
C26H38O9,,494.2516,Sordaricin-1-glucose ester,27268,
C20H28O5,,348.1937,7-Hydroxysordaricin,27269,
C27H40O9,,508.2672,6-Hydroxysordarin,27270,
C27H40O9,,508.2672,7-Hydroxysordarin,27271,
C26H38O8,,478.2567,4'-O-Demethylsordarin,27272,
C29H42O9,,534.2829,2'-O-Acetylsordarin,27273,
C28H42O8,,506.288,Sordarin-1-methyl ester,27274,
C33H50O13,,654.3251,Sordarin-1-glucose ester,27275,
C27H40O9,,508.2672,Sordarin-3-carboxylic acid,27276,
C27H42O8,,494.288,3-Deformyl-3-hydroxymethyl sordarin,27277,
C26H38O9,,494.2516,7-Hydroxy-4'-O-demethylsordarin,27278,
C23H28N2O4,,396.2049,L-970843,27279,
C23H28N2O4,,396.2049,L-970844,27280,
C29H38O9,,530.2516,Roridin L,27281,
C29H36O9,,528.2359,Roridin M,27282,
C27H32O9,,500.2046,Verrucarin M,27283,
C33H56O15,,692.3619,(18R)-18-O--D-Glucopyranosyl-(1-2)--D-glucopyranoside of allo-murolic acid,27284,
C33H56O15,,692.3619,(18R)-O--D-Glucopyranosyl-(1-3)--D-glucopyranoside of murolic acid,27285,
C33H56O15,,692.3619,(18S)-18-O--D-Glucopyranosyl-(1-6)--D-glucopyranoside of protoconstipatic acid,27286,
C39H66O20,,854.4148,(18R)-18-O--D-Glucopyranosyl-(1-3)-[-D-glucopyranosyl-(1-2)]--D-glucopyranoside of allomurolicacid,27287,
C39H66O20,,854.4148,(18R)-18-O--D-Glucopyranosyl-(1-2)-[-D-glucopyranosyl-(1-6)]--D-glucopyranoside of allomurolicacid,27288,
C39H66O20,,854.4148,(18S)-18-O--D-Glucopyranosyl-(1-2)--D-glucopyranosyl-(1-2)--D-glucopyranoside ofprotoconstipatic acid,27289,
C39H66O20,,854.4148,(18R)-18-O--D-Glucopyranosyl-(1-3)-[-D-glucopyranosyl-(1-6)]--D-glucopyranoside of murolicacid,27290,
C45H76O25,,1016.4676,(18S)-18-O-[-D-Glucopyranosy]-(1-6)--D-glucopyranosyl-(1-2)--D- glucopyranosyl-(1-3)--Dglucopyranosideof protoconstipatic acid,27291,
C15H20O4,,264.1362,Jesterone,27292,
C15H20O5,,280.1311,Hydroxy-jesterone,27293,
C16H13N1O4,,283.0845,5-Deoxy-7-methylbostrycoidin,27294,
C15H16Br1Cl1O2,,342.0022,Lembyne A,27295,
C15H16Br2O2,,385.9517,Isomaneonene A,27296,62583-57-7
C28H40N4O5,,512.2999,Chlamydocin analogue 2,27297,
C30H42N4O7,,570.3054,Chlamydocin analogue 3,27298,
C21H38O5,,370.2719,18R-Hydroxydihydroalloprotolichesterinic acid,27299,
C21H38O5,,370.2719,18S-Hydroxydihydroprotolichesterinic acid,27300,
C21H38O5,,370.2719,18S-Hydroxyneodihydroprotolichesterinic acid,27301,
C27H48O9,,516.3298,21-O-a-L-Rhamnopyranosyl-18R-hydroxydihydroallo-protolichesterinate,27302,
C27H48O10,,532.3248,21-O--D-Glucopyranosyl-18S-hydroxydihydroprotolichesterinate,27303,379224-50-7
C27H48O10,,532.3248,21-O--D-Glucopyranosyl-18S-hydroxyneodihydrolichesterinate,27304,379224-52-9
C33H58O14,,678.3827,18-O--D-Glucopyranosyl-18R-hydroxydihydroalloprotolichesterinate 21-O-a-L-rhamnopyranoside,27305,
C33H58O14,,678.3827,18-O-a-L-Rhamnopyranosyl-18S-hydroxyneodihydroprotolichesterinate 21-O--D-glucopyranoside,27306,
C33H58O15,,694.3776,18-O--D-Glucopyranosyl-18S-hydroxyneodihydroprotolichesterinate 21-O--D-glucopyranoside,27307,379224-56-3
C15H16Br1Cl1O2,,342.0022,(12E)-Lembyne A,27308,
C51H96N16O13,,1140.7343,Polymyxin Nva-E1,27309,
C50H94N16O13,,1126.7186,Polymyxin Nva-E2,27310,
C51H96N16O13,,1140.7343,Polymyxin E4,27311,
C53H100N16O13,,1168.7656,Polymyxin E7,27312,
C54H102N16O13,,1182.7812,Polymyxin Ile-E8,27313,
C27H32N2O6,,480.226,Frankiamide,27314,
C16H19Br1Cl2O3,,407.9895,"(6E,8E,12E)-3-Methylene-4-oxo-7,11-dimethyl-(10S*,11R*)-dichloro-13-bromo- trdeca-6,8,12-trienoic acid; Acid A",27315,
C33H47N3O5,,565.3516,Antillatoxin B,27316,
C15H20O4,,264.1362,Enokipodin C,27317,
C15H18O4,,262.1205,Enokipodin D,27318,
C38H38O16,,750.216,Phomoxanthone A,27319,
C38H38O16,,750.216,Phomoxanthone B,27320,
C21H18O8,,398.1002,UWM-7,27321,
C20H33Br1O2,,384.1664,"Sphaerolabdadiene-3,14-diol",27322,
C20H30Br2O3,,476.0562,Bromosphaerone,27323,
C20H32Br2O3,,478.0718,12S-Hydroxybromosphaerodiol,27324,
C10H14O5,,214.0841,Multiplolide A,27325,
C14H18O6,,282.1103,Multiplolide B,27326,
C16H19Br1Cl2O3,,407.9895,"(6E,8E,12E)-3-methylene-4-oxo-7,11-dimethyl-(10R*,11R*)-dichloro-13-bromo- trideca-6,8,12-trienoic acid; Acid B",27327,
C16H21Br1Cl2O3,,410.0051,"(6E,8E,12E)-3-methylene-(4R)-hydroxy-7,11-dimethyl-(10R*,11R*)-dichloro-13- bromo-trideca-6,8,12-trienoic acid; Acid C",27328,
C16H22Cl2O3,,332.0946,"(6E,8E,12E)-3-Methylene-(4R)-hydroxy-7,11-dimethyl-(10S*,11R*)-dichloro- trideca-6,8,12-trienoicacid; Acid D",27329,
C27H40O6,,460.2825,Lucidenic acid LM1; Lucidenic acid N; Lucidenic acid SP1; Lucideric acid SP1,27330,
C28H38O6,,470.2668,Methyl lucidenate F,27331,
C27H38O6,,458.2668,Lucidenic acid A; Lucidenic acid ,27332,95311-94-7
C27H42O6,,462.2981,Lucidenic acid C,27333,
C41H60N10O9S1,,868.4265,Oscillamide B,27334,
C49H68N10O10,,956.512,Oscillamide C,27335,
C63H108N12O15,,1272.8057,Dictyonamide A,27336,
C69H118N12O20,,1434.8585,Dictyonamide B,27337,
C29H44N2O1,,436.3454,"(22E,24R)-3a-Ureido-ergosta-4,6,8(14),22-tetraene",27338,
C34H52O8,,588.3662,"(22E,24R)-5a,8a-epidioxyergosta-6,9,22-triene-3-ol 3-O--D-glucopyranoside",27339,
C19H14O8,,370.0689,Suillusin,27340,
C28H38O8,,502.2567,4'-Oxomacrophorin D; EC-A,27341,349147-28-0
C22H30O4,,358.2144,4'-Oxomacrophorin A; EC-B,27342,349147-29-1
C16H13N1O4,,283.0845,"Scorpinone; 3-Methyl-6,8-methoxy-2-aza-9,10-anthraquinone",27343,
C15H16Br2O2,,385.9517,Isomaneone B,27344,62623-94-3
C21H18O7,,382.1053,UWM-5,27345,
C51H76O14,,912.5235,DTX-6,27346,
C12H22O2,,198.162,(6R)-10-Methyl-6-undecanolide,27347,
C13H24O2,,212.1776,"(6R,10S)-10-Methyl-6-dodecanolide",27348,
,,0,"Pamamycin, mixture; see individual components",27349,
C55H74N4O5,,870.5659,Phaeophytin a; Pheophytin a; Chlorophyllic acid a; Pheophytin a5,27350,603-17-8
C31H46O5,,498.3345,Poricoic acid A,27351,137551-38-3
C7H12N2O3,,172.0848,Prolyl-glycine,27352,
C10H18N2O3,,214.1317,Prolyl-valine,27353,82748-91-2
C6H8O4,,144.0423,4-Epipentenomycin I; C-2554B; XB-94,27354,49644-25-9
C25H48O9,,492.3298,Codioside A,27355,358368-42-0
C27H50O9,,518.3455,Codioside B,27356,358368-50-0
C49H94O15,,922.6593,Codioside C,27357,358368-88-4
C41H78O10,,730.5595,"Codioside D; 1,2-Di-O-palmitoyl-3-O-(-D-glucopyranosyl)-glycerol",27358,358368-55-5
C6H11N1O2,,129.079,2-Amino-3-cyclopropylpropionic acid,27359,102735-53-5
C19H12O6,,336.0634,"6,9,11-Trihydroxy-4-methoxy-5,12-naphthacendione",27360,
C21H16O6,,364.0947,Bisanhydro-13-dihydrodaunomycinon,27361,
C30H38O8,,526.2567,Applanoxidic acid C,27362,142449-64-7
C30H38O7,,510.2618,"Applanoxidic acid F; 7,8-Epoxy-3,12,15,23-tetraoxo-lanosta-9(11),20(22)-dien-26-oic acid",27363,155566-29-3
C25H42O5,,422.3032,Amphidinolide T5,27364,363623-06-7
C27H30N6O10,,598.2023,Heterobactin A,27365,363624-56-0
C19H27N5O7,,437.1911,Heterobactin B,27366,363624-57-1
C31H50O3,,470.376,"5a-Lanosta-8-en-3,22-dihydroxy-22(R),24(S)-lactone",27367,
C29H33N1O4,,459.241,Melanocrocin,27368,
C27H40O8,,492.2723,Erinacine P; Herical,27369,291532-17-7
C15H22O2,,234.162,Rulepidol,27370,
C20H32O1,,288.2453,Hydroclathrol,27371,
C36H50N2O7,,622.3618,Trienomycin G,27372,
C16H20O6,,308.126,Sterin A,27373,
C12H14O3,,206.0943,Sterin B,27374,
C8H16N2O4Se2,,,Selenohomocystine,27375,
C30H42O7,,514.2931,Ganoderenic acid B,27376,100665-41-6
C30H44O7,,516.3087,Ganoderenic acid C,27377,
C15H16Br1Cl1O2,,342.0022,cis-Maneonene A,27378,
C15H16Br1Cl1O2,,342.0022,cis-Maneonene B,27379,
C15H16Br1Cl1O2,,342.0022,cis-Maneonene C,27380,
C15H16Br1Cl1O2,,342.0022,trans-Maneonene B,27381,
C15H10O4,,254.0579,"(Isoaurostatin, wrong structure)",27382,
C26H39N1O7S1,,509.2447,Epothilone E,27383,
C27H41N1O7S1,,523.2604,Epothilone F,27384,
C25H37N1O6S1,,479.2342,Epothilone A1,27385,
C25H37N1O6S1,,479.2342,Epothilone A2,27386,
C25H37N1O6S1,,479.2342,Epothilone A8,27387,
C26H39N1O7S1,,509.2447,Epothilone A9,27388,
C28H43N1O6S1,,521.2811,Epothilone B10,27389,
C26H39N1O7,,477.2727,Epothilone G1,27390,
C27H41N1O7,,491.2883,Epothilone G2,27391,
C26H39N1O6,,461.2777,Epothilone H1,27392,
C27H41N1O6,,475.2934,Epothilone H2,27393,
C26H39N1O5S1,,477.2549,Epothilone C,27394,
C27H41N1O5S1,,491.2705,Epothilone D,27395,
C25H37N1O5S1,,463.2392,Epothilone C1,27396,
C26H39N1O5S1,,477.2549,Epothilone D1,27397,
C27H39N1O5S1,,489.2549,Epothilone D5,27398,
C26H37N1O5S1,,475.2392,Epothilone C6,27399,
C25H37N1O5S1,,463.2392,Epothilone C8,27400,
C26H39N1O6S1,,493.2498,Epothilone C9,27401,
C25H37N1O5S1,,463.2392,trans-Epothilone C1,27402,
C25H37N1O5S1,,463.2392,trans-Epothilone C2,27403,
C28H43N1O5S1,,505.2862,Epothilone I1,27404,
C29H45N1O5S1,,519.3018,Epothilone I2,27405,
C30H47N1O5S1,,533.3175,Epothilone I3,27406,
C28H43N1O5S1,,505.2862,Epothilone I4,27407,
C29H45N1O5S1,,519.3018,Epothilone I5,27408,
C29H45N1O5S1,,519.3018,Epothilone I6,27409,
C22H31N1O4S1,,405.1974,Epothilone K,27410,
C19H18O6,,342.1103,UWM-6,27411,
C22H30O5,,374.2093,Sequoiatone C,27412,
C22H30O6,,390.2042,Sequoiatone D,27413,
C22H30O6,,390.2042,Sequoiatone E,27414,
C22H32O5,,376.225,Sequoiatone F,27415,
C10H14Br2Cl2O2,,393.8738,Furoplocamioid A,27416,
C10H14Br2Cl2O2,,393.8738,Furoplocamioid B,27417,
C10H14Br2Cl2O2,,393.8738,Furoplocamioid C,27418,
C25H43N1O8,,485.2989,Novamethymycin,27419,
C17H31N2O14P1,,518.1513,1a-O-Methyl-2-(N-acetyl)glucosamine-6-O-phosphate-1a-2-(N-acetyl)glucosamine,27420,
C15H22O2,,234.162,Scopariol,27421,
C15H20Br2,,357.9932,(+)-3-(Z)-Bromomethylidene-10-bromo--chamigrene,27422,
C15H20Br2,,357.9932,(-)-3-(E)-Bromomethylidene-10-bromo--chamigrene,27423,
C21H16N4O4,,388.1172,Serantrypinone,27424,
C21H24O10,,436.137,Daldinin D,27425,
C24H28O10,,476.1683,Daldinin C,27426,162558-88-5
C21H16N4O3,,372.1222,Alantrypinone,27427,
C6H14O6,,182.079,D-Sorbit; D-(-)-Sorbitol; D-Glucitol,27428,50-70-4
C38H42N2O6,,622.3043,Cycleanin,27429,
C11H16O4,,212.1049,Nodulisporin B; Nosporine B,27430,603996-98-1
C10H14O5,,214.0841,Nodulisporin A; Nosporine A,27431,603996-97-0
C17H18Cl3N1O3,,389.0352,G-641; Celastramycin A (old wrong structure),27432,
C20H25N1O1,,295.1936,Chinolon,27433,
C16H21Br1O4,,356.0623,7-Hydroxy-cymopolone,27434,
C30H44O2,,436.3341,Ganoderal,27435,
C39H62N2O5,,638.4659,G-061,27436,
C26H42N8O5,,546.3278,Lactoferrin,27437,146897-68-9
C25H36O2,,368.2715,Variecolin,27438,133101-16-3
C20H41N1O2,,327.3137,"N,N-Dimethylsphingosine",27439,
C11H12O2,,176.0837,5-(E)-But-2-enylidene-3-(E)-propenyl-5H-furan-2-one,27440,
C46H54O20,,926.3209,HMP-Y1,27441,
C52H46N16O15S3,,1230.2491,A-10255-A,27442,
C16H12N2O4,,296.0797,Phencomycin methyl ester,27443,
C34H28O11,,612.1632,1'-Hydroxy-dimethylxylindein,27444,349140-93-8
C36H34O11,,642.2101,1'-Hydroxy-dihydroxylindein tetramethyl ether,27445,349140-94-9
C61H102N2O41,,1518.5958,Isovalertatin DO3,27446,162731-77-3
C15H26O3,,254.1882,"(-)-11-Eudesmene-1,3a,4-triol",27447,355851-54-6
C23H43N1O5,,413.3141,Hydrolysis product of pamamycin 607,27448,
C17H18Cl1N3,,299.1189,"5-Chloro-2-[3-(1,1-dimethylethyl)-5-methylphenyl]-2H-benzotriazole",27449,83937-35-3
C9H8O5,,196.0372,"3-Formyl-2,4-dihydroxy-5-methylbenzoic acid",27450,
C33H30O15,,666.1585,Benaphthamycin-glucoside,27451,
C20H30O2,,302.2246,Dictyolactone,27452,
C24H33N1O4,,399.241,Altersetin,27453,
C24H24O8,,440.1471,Pharacine,27454,
C22H18N4,,338.1531,"2,5-Bis(3-indolylmethyl)-pyrazine",27455,
,,0,Collyban,27456,
C12H14O4,,222.0892,"Phenylen-1,4-diacetic acid methyl ester",27457,
C45H74O12,,806.518,Mer-5504A2,27458,255879-84-6
C45H76O11,,792.5388,Mer-5504A3,27459,255879-86-8
C44H74O11,,778.5231,Mer-5504A4,27460,255879-87-9
C24H33N3O7,,475.2319,Sibromycin,27461,12684-33-2
C11H14O3,,194.0943,Galiellalactone,27462,
C43H78O10,,754.5595,(2S)-2-[[(9Z)-1-Oxo-9-hexadecenyl]oxy]-3-[[(9Z)-1-oxo-9-octadecenyl]oxy]propyl -Dgalactopyranoside,27463,51375-35-0
C41H76O10,,728.5439,(2S)-3-[[(9Z)-1-Oxo-9-hexadecenyl]oxy]-2-[(1-oxohexadecyl)oxy]propyl--D-galactopyranoside,27464,128201-18-3
C43H76O10,,752.5439,"(2S)-2-[[(9Z)-1-Oxo-9-hexadecenyl]oxy]-3-[[(9Z,12Z)-1-oxo-9,12-octadecadienyl]oxy]propyl -Dgalactopyranoside",27465,161813-72-5
C43H74O10,,750.5282,"(2S)-2-[[(9Z)-1-oxo-9-hexadecenyl]oxy]-3-[[(9Z,12Z,15Z)-1-oxo-9,12,15-octadecatrienyl]oxy]propyl -D-galactopyranoside",27466,321838-02-2
C52H95N4O22P1,,1158.6176,TS-0512,27467,90569-61-2
C76H125N19O19,,1607.9399,Ampullosporin B,27468,338991-76-7
C75H123N19O19,,1593.9243,Ampullosporin E-4,27469,339075-05-7
C15H20O4,,264.1362,cis-trans-(+)-Abscisic acid; Dormin; Abscission factor; PBI 58,27470,21293-29-8
C21H40O4,,356.2927,Glyceryl monooleate; Monoolein; 1-O-Oleyl-glycerol,27471,111-03-5
C13H16N2O8S1,,360.0627,FC_TA-891; FCE 22891,27472,87238-52-6
,,0,Macrostatin,27473,330975-22-9
C27H41N3O5,,487.3046,Cordycepeptide-A,27474,331455-53-9
C15H23Br1O2,,314.0881,"Isorigidol; 8-Bromo-3,7,7-trimethyl-11-methylenespiro[5.5]-undec-1-ene-3,9-diol",27475,330583-36-3
C16H24O4,,280.1675,Tagetolone,27476,334520-96-6
C16H22O5,,294.1467,Tagetenolone,27477,334520-97-7
C25H31N1O5,,425.2202,PP-R; 7-(2-Hydroxyethyl)-monascorubramine,27478,340014-04-2
C23H31Cl1O8,,470.1707,Haterumalide A; Oocydin A,27479,260362-86-5
C28H37Cl1O9,,552.2126,Haterumalide B,27480,245122-93-4
C21H18O11,,446.0849,"Baicalin; 7-Hydroxy-5,6-dimethoxyflavone-7-glucuronide methyl ester dihydrate",27481,21967-41-9
C73H122N2O51,,1842.7015,Isovalertatin D23,27482,162731-74-0
C7H16N1O7P1,,257.0664,"l,2-Diacyl-sn-glycero-3-phospho(N-acetylethanolamine)",27483,352010-72-1
C8H18N1O8P1,,287.077,"1,2-Diacyl-sn-glycero-3-phospho(N-ethoxy-carbonyl-ethanolamine)",27484,352010-73-2
C31H44N2O7,,556.3149,SQ-02-S-L2,27485,
C32H50O8,,562.3506,22-Epi-amphidinolide H; Amphidinolide H3,27486,353270-18-5
C32H50O8,,562.3506,18-Epi-amphidinolide H,27487,353270-19-6
C32H52O8,,564.3662,"6,7-Dihydro-amphidinolide H; Amphidinolide H4",27488,353270-20-9
C22H30Cl1N1O2,,375.1965,"3-Chloro-4-hydroxy-5-(3,7,11-trimethyldodeca-2,6,10-trienyl)-benzamide",27489,352459-34-8
C22H14O9,,422.0638,Preussomerin J,27490,354818-24-9
C20H12O8,,380.0532,Preussomerin K,27491,354818-25-0
C20H14O8,,382.0689,Preussomerin L,27492,354818-26-1
C28H34O9,,514.2203,4-O-Demethylmicrophyllinic acid,27493,63744-96-7
C30H28O10,,548.1683,Hypomycin A,27494,355409-55-1
C35H53N1O7S1,,631.3543,Thuggacin A,27495,
C24H15Cl5O9,,621.9159,Agaricoglyceride B,27496,
C21H26O4,,342.1831,Aspergillone,27497,355408-88-7
C21H30O4,,346.2144,Aspergillodiol,27498,355408-89-8
C21H28O4,,344.1988,Aspergillol,27499,355408-90-1
C23H30O5,,386.2093,12-Acetyl-aspergillol,27500,355408-91-2
C73H117N2O20P1,,1372.7937,JU-2,27501,357186-19-7
C11H9Cl1O5,,256.0139,Avicennin A,27502,354809-20-4
C14H16O3,,232.1099,Tsugicoline L,27503,595556-52-8
C32H30O14,,638.1636,"Ergochrome AB(2,2'); Secalonic acid C",27504,35287-70-8
C16H17N3O1,,267.1372,D-Isolysergic acid amide; Isoergine; Erginine,27505,2889-26-1
C67H91N15O12,,1297.6972,Streptocidin B,27506,352685-47-3
C44H74O11,,778.5231,Oligomycin SC-II; BE-56384,27507,
C24H29Cl1O9,,496.15,Melledonal D,27508,117240-45-6
C17H29N1O4,,311.2097,Y-03539J-A,27509,162559-36-6
C11H14O2,,178.0994,Desoxy-galiellalactone,27510,
C11H14O2,,178.0994,(-)-Pre-galiellalactone,27511,
C44H72O12,,792.5024,Oligomycin SC-I; Mer-5504-A1,27512,255879-82-4
C22H36O2,,332.2715,Geranylgeraniol-acetate,27513,
C4H7N1O2,,101.0477,1-Aminocyclopropanecarboxylic acid; ACC; ACPC,27514,22059-21-8
C12H14O5,,238.0841,"5,7-Dimethoxy-4,6-dimethyl-1(3H)-isobenzofuranone",27515,98580-12-2
C10H10O3,,178.063,"(3R,4S)-3,4-Dihydro-4-hydroxy-3-methyl-1H-2-benzopyran-1-one",27516,364602-79-9
C10H10O3,,178.063,"(3R,4R)-3,4-Dihydro-4-hydroxy-3-methyl-1H-2-benzopyran-1-one",27517,364602-80-2
C18H28O4,,308.1988,"11-[(2R,3R)-3-(Hydroxymethyl)-4-oxo-2-oxetanyl]-3,5,7-trimethyl-2,4-undecadienal",27518,364602-81-3
C18H30O5,,326.2093,"(2R,3R,8R,10E,12E)-3-Hydroxy-2-(hydroxymethyl)-8,10,12-trimethyl-14-oxo-10,12-tetradecadienoic acid",27519,364602-82-4
C10H12N2O6S1,,288.0416,FCE 22101,27520,84845-58-9
C67H91N15O12,,1297.6972,Streptocidin C; 6071-C,27521,352685-48-4
C31H47N4O11P1,,682.2979,"Q-Flavin QF1, bound form",27522,
C25H34N2O12,,554.2112,Azharicidin,27523,160612-43-1
C10H19N3O6S1,,309.0995,g-Glutamylmethionine sulfoximine,27524,229469-16-3
C15H24,,204.1878,Cyclobazzanene,27525,88661-61-4
C42H85N1O5,,683.6428,Coelarthenol,27526,302953-31-7
C6H8O4,,144.0423,Botryenol,27527,302953-33-9
C24H46N2O2,,394.3559,Cystoseirene,27528,309751-51-7
C15H20N6O7,,396.1393,N6-[-(Acetylcarbamoyloxy)ethyl] adenosine,27529,330580-87-5
C20H32O5,,352.225,(-)-(15S)-Prostaglandin E2; PGE2; Prepidil; Prostin E2; U 12062; U 42842,27530,363-24-6
C51H80O16,,948.5446,Actinoplanic acid A,27531,159440-19-4
C15H20O4,,264.1362,Tsugicoline M,27535,
C4H4O5,,132.0059,Oxobutanedioic acid; Oxalacetic acid; Ketosuccinic acid; Hydroxybutenedioic acid; Oxaloacetic acid,27536,328-42-7
C19H21N1O4,,327.1471,CJ-16197,27537,
C18H16O7,,344.0896,(-)Isousnic acid,27538,18058-86-1
C26H33N1O6,,455.2308,Erythroskyrine,27539,4987-27-3
,,0,Hypsin,27540,366463-29-8
C34H34O14,,666.1949,Dicerandrol A,27541,361445-53-6
C36H36O15,,708.2054,Dicerandrol B,27542,361445-54-7
C39H42O16,,766.2473,Dicerandrol C,27543,361445-55-8
C30H41N1O7,,527.2883,SQ-02-S-V1,27544,
C16H26O3,,266.1882,Oxycrinol acetate,27545,60346-05-6
C31H28O14,,624.1479,"Isoergochrysin A; (5)-Ergochrome BC(4,2')",27546,31485-40-2
C30H50,,410.3913,"(13a,14b,17a)-Lanosta-7,24-diene; Eupha-7,24-diene",27547,474-21-5
